"AAPL","MSFT","GOOGL","AMZN","META","Date"
0.0515717379748821,0.215383231639862,0.3138447701931,0.0770677328109741,0.342132568359375,2023-12-15
0.0376111045479774,0.228946194052696,0.282610505819321,0.0670271068811417,0.383805066347122,2023-12-22
0.0342665426433086,0.211721524596214,0.270752191543579,0.060655739158392,0.422604084014893,2023-12-29
0.0384228453040123,0.185208857059479,0.27342101931572,0.0558246448636055,0.447122633457184,2024-01-05
0.0422708280384541,0.165818810462952,0.310739934444427,0.0525143183767796,0.428656071424484,2024-01-12
0.0437372289597988,0.148544818162918,0.335812151432037,0.0482099689543247,0.423695921897888,2024-01-19
0.0454239882528782,0.138526827096939,0.343941628932953,0.0461215823888779,0.425985991954803,2024-01-26
0.0502892285585403,0.139000132679939,0.332467645406723,0.0484771393239498,0.42976588010788,2024-02-02
0.0568404160439968,0.144257843494415,0.338074237108231,0.0470465049147606,0.413781017065048,2024-02-09
0.0709729865193367,0.126455053687096,0.360651582479477,0.0464277267456055,0.395492732524872,2024-02-16
0.0839776620268822,0.116562254726887,0.40767776966095,0.0558256879448891,0.335956603288651,2024-02-23
0.104010581970215,0.119281955063343,0.456233441829681,0.10137702524662,0.219097003340721,2024-03-01
0.121202684938908,0.127248033881187,0.444577723741531,0.16287587583065,0.144095718860626,2024-03-08
0.155075684189796,0.0960177928209305,0.411464363336563,0.240015372633934,0.0974268242716789,2024-03-15
0.203099772334099,0.0572326295077801,0.326219648122787,0.340007394552231,0.0734405964612961,2024-03-22
0.280911445617676,0.0466880239546299,0.262043356895447,0.352560698986053,0.0577964410185814,2024-03-28
0.355808913707733,0.0464739687740803,0.206406071782112,0.334271818399429,0.0570392124354839,2024-04-05
0.449232429265976,0.0475752837955952,0.18381205201149,0.26280677318573,0.056573323905468,2024-04-12
0.451883018016815,0.0481985546648502,0.192740470170975,0.244464859366417,0.0627131089568138,2024-04-19
0.466324865818024,0.0479040071368217,0.178582906723022,0.247431084513664,0.0597570426762104,2024-04-26
0.51714038848877,0.0418773852288723,0.123768724501133,0.261132508516312,0.056080985814333,2024-05-03
0.545247495174408,0.0515377335250378,0.105269744992256,0.244426593184471,0.0535184293985367,2024-05-10
0.541587054729462,0.0602026991546154,0.104175686836243,0.239412128925323,0.0546223744750023,2024-05-17
0.55681699514389,0.0636908039450645,0.109123311936855,0.215258553624153,0.0551103502511978,2024-05-24
0.581892848014832,0.0659554600715637,0.116748742759228,0.177382603287697,0.0580204129219055,2024-05-31
0.60817551612854,0.0722980499267578,0.124316953122616,0.138423919677734,0.0567856132984161,2024-06-07
0.559061169624329,0.0900137647986412,0.151834592223167,0.124015361070633,0.0750750750303268,2024-06-14
0.378853440284729,0.115186370909214,0.253502249717712,0.123716443777084,0.128741443157196,2024-06-21
0.134464889764786,0.108411267399788,0.434812635183334,0.0853091478347778,0.237002074718475,2024-06-28
0.0665731132030487,0.098577655851841,0.457657128572464,0.0640384033322334,0.313153743743896,2024-07-05
0.0432806387543678,0.104717671871185,0.399260967969894,0.0471792556345463,0.405561417341232,2024-07-12
0.0295657552778721,0.130339950323105,0.326527386903763,0.027591647580266,0.485975295305252,2024-07-19
0.0268225818872452,0.136047542095184,0.236712887883186,0.0228476356714964,0.577569365501404,2024-07-26
0.0332636125385761,0.145960241556168,0.128153175115585,0.0277613457292318,0.664861619472504,2024-08-02
0.0414557382464409,0.161296188831329,0.130403891205788,0.0356675237417221,0.631176650524139,2024-08-09
0.0756557956337929,0.210630893707275,0.155774012207985,0.0451137647032738,0.512825608253479,2024-08-16
0.118892081081867,0.252584189176559,0.163401693105698,0.0593694001436234,0.405752629041672,2024-08-23
0.157747492194176,0.285048216581345,0.148019894957542,0.0747582316398621,0.334426194429398,2024-08-30
0.193628758192062,0.340560287237167,0.118493176996708,0.0786202102899551,0.268697619438171,2024-09-06
0.223627954721451,0.411168992519379,0.0914638116955757,0.0875210836529732,0.186218157410622,2024-09-13
0.238575130701065,0.436213165521622,0.0953784137964249,0.0960937142372131,0.133739560842514,2024-09-20
0.229337945580482,0.423369646072388,0.124301679432392,0.114421784877777,0.108568876981735,2024-09-27
0.189800471067429,0.407393127679825,0.150777444243431,0.14770832657814,0.104320652782917,2024-10-04
0.161790266633034,0.385678797960281,0.165717616677284,0.16738897562027,0.119424290955067,2024-10-11
0.14366053044796,0.379404515028,0.158547893166542,0.191499754786491,0.126887276768684,2024-10-18
0.131892263889313,0.376592338085175,0.147942811250687,0.205487832427025,0.138084813952446,2024-10-25
0.122258737683296,0.368989408016205,0.140872165560722,0.220767632126808,0.147112101316452,2024-11-01
0.128833949565887,0.357079744338989,0.135035261511803,0.242493718862534,0.136557325720787,2024-11-08
0.152857854962349,0.34530970454216,0.132431209087372,0.232181236147881,0.137219920754433,2024-11-15
0.190472215414047,0.316816568374634,0.131770893931389,0.228371873497963,0.132568508386612,2024-11-22
0.239141270518303,0.28763934969902,0.109577618539333,0.240755781531334,0.122885905206203,2024-11-29
0.28723269701004,0.252866476774216,0.110443100333214,0.245380282402039,0.104077361524105,2024-12-06
0.369912803173065,0.218775421380997,0.109392903745174,0.210130721330643,0.0917881950736046,2024-12-13
0.459846287965775,0.188032075762749,0.0875146985054016,0.188378900289536,0.0762280151247978,2024-12-20
0.489172577857971,0.182498648762703,0.076227955520153,0.17841662466526,0.0736842527985573,2024-12-27
0.4857237637043,0.18640960752964,0.0752770379185677,0.175917372107506,0.076672188937664,2024-12-30
